NAME;TYPE;PERIOD;NAMEDETAIL;NAMEORIGIN;LANGRENUS;HEVELIUS;RICCIOLI;WORK;COUNTRY;NATIONLITY;CENTURYN;CENTURYC;BIRTHPLACE;BIRTHDATE;DEATHPLACE;DEATHDATE;FACTS;LONGIN;LONGIC;LATIN;LATIC;QUADRANT;AREA;RUKL;RUKLC;VISCARDY;HATFIELD;WESTFALL;WOOD;LOPAM;LENGTHKM;WIDEKM;LENGTHMI;WIDEMI;HEIGHTM;HEIGHTFE;RAPPORT;PROFIL;GENERAL;SLOPES;WALLS;FLOOR;INTERESTN;INTERESTC;LUNATION;MOONDAYS;MOONDAYM;DIAMINST;THINSTRU;PRINSTRU
DUFAY;Cratère;;Jean Claude Barthélémy Dufay;UAI 1970 ?;Inconnu à l'époque;Inconnu à l'époque;Inconnu à l'époque;Astronome;France;français;20;20 ème siècle;Blois;1896;Chaponost;1967;Premier directeur de l'observatoire de Haute Provence. Etudes sur la spectrophotométrie stellaire, la couronne solaire, les c omètes et le milieu interstellaire.;169,5;169,5 ° Est;5,5;5,5 ° Nord;Nord-Est;;Pas de carte;;Pas de carte ou d'image;Pas de carte ou d'image;Pas de carte ou d'image;;;39;39;23;23;Inconnue;Inconnue;Hauteur inconnue. Calcul impossible..;Hauteur inconnue. Dessin impossible..;Non observable;;;;0;Non observable;0;Non observable;Non observable;999;Non observable;Non observable
DUGAN;Cratère;;Raymond S. Dugan;UAI 1976 ?;Inconnu à l'époque;Inconnu à l'époque;Inconnu à l'époque;Astronome;Etats-Unis;américain;20;20 ème siècle;??;1878;??;1940;??;103,3;103,3 ° Est;64,2;64,2 ° Nord;Nord-Est;;II;Nansen;Pas de carte ou d'image;Pas de carte ou d'image;Pas de carte ou d'image;;;50;50;29;29;Inconnue;Inconnue;Hauteur inconnue. Calcul impossible..;Hauteur inconnue. Dessin impossible..;Formation circulaire située dans la zone des librations.;;;;1;Formation difficile ou peu intéressante;1;2 jours après la Nouvelle Lune;1 jour après la Pleine Lune;30;Jumelles x10;Lunette 50 mm
DUNER;Cratère;;Nils C. Duner;UAI 1970 ?;Inconnu à l'époque;Inconnu à l'époque;Inconnu à l'époque;Astronome;Suède;suédois;19;19 ème siècle;??;1839;??;1914;??;179,5;179,5 ° Est;44,8;44,8 ° Nord;Nord-Est;;Pas de carte;;Pas de carte ou d'image;Pas de carte ou d'image;Pas de carte ou d'image;;V-053-M;62;62;36;36;Inconnue;Inconnue;Hauteur inconnue. Calcul impossible..;Hauteur inconnue. Dessin impossible..;Non observable;;;;0;Non observable;0;Non observable;Non observable;999;Non observable;Non observable
DYSON;Cratère;;Sir Frank Watson Dyson;UAI 1982 ?;Inconnu à l'époque;Inconnu à l'époque;Inconnu à l'époque;Astronome;Royaume Uni;britannique;20;20 ème siècle;Ashby de la Zouch;1868;Océan Pacifique;1939;Directeur de l'observatoire de Greenwich en 1910. Etudes sur le mouvement propre des étoiles et la structure de la Galaxie. Vérification de la théorie de la relativité lors d'une éclipse solaire.;-121,2;121,2 ° Ouest;61,3;61,3 ° Nord;Nord-Ouest;;Pas de carte;;Pas de carte ou d'image;Pas de carte ou d'image;Pas de carte ou d'image;;V-008-M;63;63;37;37;Inconnue;Inconnue;Hauteur inconnue. Calcul impossible..;Hauteur inconnue. Dessin impossible..;Non observable;;;;0;Non observable;0;Non observable;Non observable;999;Non observable;Non observable
DZIEWULSKI;Cratère;;Wladyslaw Dziewulski;UAI 1970 ?;Inconnu à l'époque;Inconnu à l'époque;Inconnu à l'époque;Astronome;Pologne;polonais;20;20 ème siècle;??;1878;??;1962;??;98,9;98,9 ° Est;21,2;21,2 ° Nord;Nord-Est;;III;Mare Marginis;Pas de carte ou d'image;Pas de carte ou d'image;Pas de carte ou d'image;;;63;63;37;37;Inconnue;Inconnue;Hauteur inconnue. Calcul impossible..;Hauteur inconnue. Dessin impossible..;Formation circulaire située dans la zone des librations.;;;;1;Formation difficile ou peu intéressante;1;2 jours après la Nouvelle Lune;1 jour après la Pleine Lune;30;Jumelles x10;Lunette 50 mm
EDISON;Cratère;;Thomas Alva Edison;UAI 1970 ?;Inconnu à l'époque;Inconnu à l'époque;Inconnu à l'époque;Scientifique;Etats-Unis;américain;19;19 ème siècle;Milan;1847;West Orange;1931;Auteur de plus d'un millier de brevets. Inventeur du télégraphe duplex, du phonographe, du projecteur cinematographique, du microtéléphone et du kinétoscope. Découvreur de l'effet à la base des diodes. ;99,1;99,1 ° Est;25;25 ° Nord;Nord-Est;;III;Mare Marginis;Pas de carte ou d'image;Pas de carte ou d'image;Pas de carte ou d'image;;;62;62;36;36;Inconnue;Inconnue;Hauteur inconnue. Calcul impossible..;Hauteur inconnue. Dessin impossible..;Formation circulaire située dans la zone des librations.;;;;1;Formation difficile ou peu intéressante;1;2 jours après la Nouvelle Lune;1 jour après la Pleine Lune;30;Jumelles x10;Lunette 50 mm
EHRLICH;Cratère;;Paul Ehrlich;UAI 1970 ?;Inconnu à l'époque;Inconnu à l'époque;Inconnu à l'époque;Médecin;Allemagne;allemand;19;19 ème siècle;Strehlen;1854;Bad Homburg;1915;Etudes sur les anticorps. Découverte d'un traitement de la syphilis avec Hata. Prix Nobel en 1908.;-172,4;172,4 ° Ouest;40,9;40,9 ° Nord;Nord-Ouest;;Pas de carte;;Pas de carte ou d'image;Pas de carte ou d'image;Pas de carte ou d'image;;V-053-M V-053-H1;30;30;18;18;Inconnue;Inconnue;Hauteur inconnue. Calcul impossible..;Hauteur inconnue. Dessin impossible..;Non observable;;;;0;Non observable;0;Non observable;Non observable;999;Non observable;Non observable
EIJKMAN;Cratère;;Christiaan H. Eijkman;UAI 1970 ?;Inconnu à l'époque;Inconnu à l'époque;Inconnu à l'époque;Médecin;Pays-Bas;hollandais;20;20 ème siècle;Nijkerk;1858;Utrecht;1930;Travaux sur le béribéri. Dé couverte des vitamines. Prix Nobel en 1929.;-141,5;141,5 ° Ouest;-63,1;63,1 ° Sud;Sud-Ouest;;Pas de carte;;Pas de carte ou d'image;Pas de carte ou d'image;Pas de carte ou d'image;;;54;54;32;32;Inconnue;Inconnue;Hauteur inconnue. Calcul impossible..;Hauteur inconnue. Dessin impossible..;Non observable;;;;0;Non observable;0;Non observable;Non observable;999;Non observable;Non observable
EINTHOVEN;Cratère;;Willem Einthoven;UAI 1976 ?;Inconnu à l'époque;Inconnu à l'époque;Inconnu à l'époque;Médecin;Pays-Bas;hollandais;20;20 ème siècle;Samarang;1860;Leyde;1927;Professeur à l'Université de leyde en 1886. Inventeur de l'électrocardiographie. Prix Nobel en 1924.;109,6;109,6 ° Est;-4,9;4,9 ° Sud;Sud-Est;;Pas de carte;;Pas de carte ou d'image;Pas de carte ou d'image;Pas de carte ou d'image;;I-102-H1;69;69;41;41;Inconnue;Inconnue;Hauteur inconnue. Calcul impossible..;Hauteur inconnue. Dessin impossible..;Non observable;;;;0;Non observable;0;Non observable;Non observable;999;Non observable;Non observable
ELLERMAN;Cratère;;Ferdinand Ellerman;UAI 1970 ?;Inconnu à l'époque;Inconnu à l'époque;Inconnu à l'époque;Astronome;Etats-Unis;américain;20;20 ème siècle;??;1869;??;1940;??;-120,1;120,1 ° Ouest;-25,3;25,3 ° Sud;Sud-Ouest;;Pas de carte;;Pas de carte ou d'image;Pas de carte ou d'image;Pas de carte ou d'image;;V-022-H2 V-015-H1;47;47;28;28;Inconnue;Inconnue;Hauteur inconnue. Calcul impossible..;Hauteur inconnue. Dessin impossible..;Non observable;;;;0;Non observable;0;Non observable;Non observable;999;Non observable;Non observable
ELLISON;Cratère;;Mervyn A. Ellison;UAI 1970 ?;Inconnu à l'époque;Inconnu à l'époque;Inconnu à l'époque;Astronome;Royaume Uni;britannique;20;20 ème siècle;??;1909;??;1963;??;-107,5;107,5 ° Ouest;55,1;55,1 ° Nord;Nord-Ouest;;I;Brianchon;Pas de carte ou d'image;Pas de carte ou d'image;Pas de carte ou d'image;;;36;36;21;21;Inconnue;Inconnue;Hauteur inconnue. Calcul impossible..;Hauteur inconnue. Dessin impossible..;Formation circulaire située dans la zone des librations.;;;;1;Formation difficile ou peu intéressante;14;Pleine Lune;6 jours après le Dernier Quartier;30;Non observable;Non observable
ELVEY;Cratère;;Christian T. Elvey;UAI 1970 ?;Inconnu à l'époque;Inconnu à l'époque;Inconnu à l'époque;Astronome;Etats-Unis;américain;20;20 ème siècle;??;1899;??;1970;??;-100,5;100,5 ° Ouest;8,8;8,8 ° Nord;Nord-Ouest;;VIII;Röntgen;Pas de carte ou d'image;Pas de carte ou d'image;Pas de carte ou d'image;;;74;74;44;44;Inconnue;Inconnue;Hauteur inconnue. Calcul impossible..;Hauteur inconnue. Dessin impossible..;Formation circulaire située dans la zone des librations.;;;;1;Formation difficile ou peu intéressante;14;Pleine Lune;6 jours après le Dernier Quartier;30;Jumelles x10;Lunette 50 mm
EMDEN;Cratère;;J. Robert Emden;UAI 1970 ?;Inconnu à l'époque;Inconnu à l'époque;Inconnu à l'époque;Astrophysicien;Suisse;suisse;20;20 ème siècle;??;1862;??;1940;??;-177,3;177,3 ° Ouest;63,3;63,3 ° Nord;Nord-Ouest;;Pas de carte;;Pas de carte ou d'image;Pas de carte ou d'image;Pas de carte ou d'image;;V-053-M V-029-M;111;111;65;65;Inconnue;Inconnue;Hauteur inconnue. Calcul impossible..;Hauteur inconnue. Dessin impossible..;Non observable;;;;0;Non observable;0;Non observable;Non observable;999;Non observable;Non observable
ENGEL'GARDT;Cratère;;Vasilij P. Engel'gardt;UAI 1970 ?;Inconnu à l'époque;Inconnu à l'époque;Inconnu à l'époque;Astronome;Russie;russe;19;19 ème siècle;??;1828;??;1915;??;-159;159 ° Ouest;5,7;5,7 ° Nord;Nord-Ouest;;Pas de carte;;Pas de carte ou d'image;Pas de carte ou d'image;Pas de carte ou d'image;;I-039-M;43;43;25;25;Inconnue;Inconnue;Hauteur inconnue. Calcul impossible..;Hauteur inconnue. Dessin impossible..;Non observable;;;;0;Non observable;0;Non observable;Non observable;999;Non observable;Non observable
ERRO;Cratère;;Luis E. Erro;UAI 1970 ?;Inconnu à l'époque;Inconnu à l'époque;Inconnu à l'époque;Astronome;Mexique;mexicain;20;20 ème siècle;??;1897;??;1955;??;98,5;98,5 ° Est;5,7;5,7 ° Nord;Nord-Est;;III;Mare Marginis;Pas de carte ou d'image;Pas de carte ou d'image;Pas de carte ou d'image;;;61;61;36;36;Inconnue;Inconnue;Hauteur inconnue. Calcul impossible..;Hauteur inconnue. Dessin impossible..;Formation circulaire située dans la zone des librations.;;;;1;Formation difficile ou peu intéressante;1;2 jours après la Nouvelle Lune;1 jour après la Pleine Lune;30;Jumelles x10;Lunette 50 mm
ESNAULT-PELTERIE;Cratère;;Robert A. C. Esnault-Pelterie;UAI 1988 ?;Inconnu à l'époque;Inconnu à l'époque;Inconnu à l'époque;Ingénieur;France;français;20;20 ème siècle;Paris;1881;Nice;1957;Inventeur du manche à balai et de plusieurs types de moteurs thermiques pour avions. Fondateur du Salo international du Bourget. Nombreuses études sur la propulsion spatiale.;-141,4;141,4 ° Ouest;47,7;47,7 ° Nord;Nord-Ouest;;Pas de carte;;Pas de carte ou d'image;Pas de carte ou d'image;Pas de carte ou d'image;;V-025-M V-028-H3 V-029-M V-029-H1;79;79;46;46;Inconnue;Inconnue;Hauteur inconnue. Calcul impossible..;Hauteur inconnue. Dessin impossible..;Non observable;;;;0;Non observable;0;Non observable;Non observable;999;Non observable;Non observable
ESPIN;Cratère;;Thomas H. E. C. Espin;UAI 1970 ?;Inconnu à l'époque;Inconnu à l'époque;Inconnu à l'époque;Astronome;Royaume Uni;britannique;20;20 ème siècle;??;1858;??;1934;??;109,1;109,1 ° Est;28,1;28,1 ° Nord;Nord-Est;;Pas de carte;;Pas de carte ou d'image;Pas de carte ou d'image;Pas de carte ou d'image;;;75;75;44;44;Inconnue;Inconnue;Hauteur inconnue. Calcul impossible..;Hauteur inconnue. Dessin impossible..;Non observable;;;;0;Non observable;0;Non observable;Non observable;999;Non observable;Non observable
EVANS;Cratère;;Sir Arthur Evans;UAI 1970 ?;Inconnu à l'époque;Inconnu à l'époque;Inconnu à l'époque;Archéologue;Royaume Uni;britannique;19;19 ème siècle;??;1851;??;1941;??;-133,5;133,5 ° Ouest;-9,5;9,5 ° Sud;Sud-Ouest;;Pas de carte;;Pas de carte ou d'image;Pas de carte ou d'image;Pas de carte ou d'image;;;67;67;39;39;Inconnue;Inconnue;Hauteur inconnue. Calcul impossible..;Hauteur inconnue. Dessin impossible..;Non observable;;;;0;Non observable;0;Non observable;Non observable;999;Non observable;Non observable
EVDOKIMOV;Cratère;;Nikolaj N. Evdokimov;UAI 1970 ?;Inconnu à l'époque;Inconnu à l'époque;Inconnu à l'époque;Astronome;URSS;soviétique;20;20 ème siècle;??;1868;??;1940;??;-153;153 ° Ouest;34,8;34,8 ° Nord;Nord-Ouest;;Pas de carte;;Pas de carte ou d'image;Pas de carte ou d'image;Pas de carte ou d'image;;V-039-M;50;50;29;29;Inconnue;Inconnue;Hauteur inconnue. Calcul impossible..;Hauteur inconnue. Dessin impossible..;Non observable;;;;0;Non observable;0;Non observable;Non observable;999;Non observable;Non observable
EVERSHED;Cratère;;John Evershed;UAI 1970 ?;Inconnu à l'époque;Inconnu à l'époque;Inconnu à l'époque;Astronome;Royaume Uni;britannique;20;20 ème siècle;??;1864;??;1956;??;-159,5;159,5 ° Ouest;35,7;35,7 ° Nord;Nord-Ouest;;Pas de carte;;Pas de carte ou d'image;Pas de carte ou d'image;Pas de carte ou d'image;;V-039-H1 V-039-M;66;66;39;39;Inconnue;Inconnue;Hauteur inconnue. Calcul impossible..;Hauteur inconnue. Dessin impossible..;Non observable;;;;0;Non observable;0;Non observable;Non observable;999;Non observable;Non observable
FABRY;Cratère;;Charles Fabry;UAI 1970 ?;Inconnu à l'époque;Inconnu à l'époque;Inconnu à l'époque;Physicien;France;français;20;20 ème siècle;Marseille;1867;Paris;1945;Directeur de l'Institut d'optique et membre de l'Académie des sciences en 1921. Inventeur avec Perrot et Buisson d'un interféromètre. Découvreur de la couche d'ozone. Première vérification de l'effet Doppler-Fizeau.;100,7;100,7 ° Est;42,9;42,9 ° Nord;Nord-Est;;III;Mare Marginis;Pas de carte ou d'image;Pas de carte ou d'image;Pas de carte ou d'image;;;184;184;108;108;Inconnue;Inconnue;Hauteur inconnue. Calcul impossible..;Hauteur inconnue. Dessin impossible..;Formation circulaire située dans la zone des librations.;;;;1;Formation difficile ou peu intéressante;1;2 jours après la Nouvelle Lune;1 jour après la Pleine Lune;30;Jumelles x10;Lunette 50 mm
FECHNER;Cratère;;Gustav Theodor Fechner;UAI 1970 ?;Inconnu à l'époque;Inconnu à l'époque;Inconnu à l'époque;Philosophe;Allemagne;allemand;19;19 ème siècle;Gross-Särchen;1801;Leipzig;1887;Inventeur d'un concept philosophique dans lequel l'âme individuelle est une partie de l'âme divine.;124,9;124,9 ° Est;-59;59 ° Nord;Nord-Est;;Pas de carte;;Pas de carte ou d'image;Pas de carte ou d'image;Pas de carte ou d'image;;;63;63;37;37;Inconnue;Inconnue;Hauteur inconnue. Calcul impossible..;Hauteur inconnue. Dessin impossible..;Non observable;;;;0;Non observable;0;Non observable;Non observable;999;Non observable;Non observable
FENYI;Cratère;;Gyula Fényi;UAI 1985 ?;Inconnu à l'époque;Inconnu à l'époque;Inconnu à l'époque;Astronome;Hongrie;Hongrois;20;20 ème siècle;??;1845;??;1927;??;-105,1;105,1 ° Ouest;-44,9;44,9 ° Sud;Sud-Ouest;;Pas de carte;;Pas de carte ou d'image;Pas de carte ou d'image;Pas de carte ou d'image;;;38;38;22;22;Inconnue;Inconnue;Hauteur inconnue. Calcul impossible..;Hauteur inconnue. Dessin impossible..;Non observable;;;;0;Non observable;0;Non observable;Non observable;999;Non observable;Non observable
FEOKTISTOV;Cratère;;Konstantin P. Feoktistov;UAI 1970 ?;Inconnu à l'époque;Inconnu à l'époque;Inconnu à l'époque;Cosmonaute;URSS;soviétique;20;20 ème siècle;??;1926;Vivant;Vivant;Cosmonaute membre des missions Soyouz.;140,7;140,7 ° Est;30,9;30,9 ° Nord;Nord-Est;;Pas de carte;;Pas de carte ou d'image;Pas de carte ou d'image;Pas de carte ou d'image;;;23;23;14;14;Inconnue;Inconnue;Hauteur inconnue. Calcul impossible..;Hauteur inconnue. Dessin impossible..;Non observable;;;;0;Non observable;0;Non observable;Non observable;999;Non observable;Non observable
FERMI;Cratère;;Enrico Fermi;UAI 1970 ?;Inconnu à l'époque;Inconnu à l'époque;Inconnu à l'époque;Physicien;Italie;italien;20;20 ème siècle;Rome;1901;Chicago;1954;Nombreuses recherches en physique des particules atomiques. Découvreur des propriétés du neutron. Responsable de la première pile atomique à Chicago. Prix Nobel en 1938.;122,6;122,6 ° Est;-19,3;19,3 ° Sud;Sud-Est;;Pas de carte;;Pas de carte ou d'image;Pas de carte ou d'image;Pas de carte ou d'image;;IV-123-M III-121-M I-136-M;183;183;108;108;Inconnue;Inconnue;Hauteur inconnue. Calcul impossible..;Hauteur inconnue. Dessin impossible..;Non observable;;;;0;Non observable;0;Non observable;Non observable;999;Non observable;Non observable
FERSMAN;Cratère;;Aleksandr Ievguenievitch Fersman;UAI 1970 ?;Inconnu à l'époque;Inconnu à l'époque;Inconnu à l'époque;Géologue;Russie;russe;20;20 ème siècle;Saint Petersbourg;1883;Sotchi;1945;Auteur d'un remarquable traité de géochimie. Réalisateur d'un inventaire des ressources minérales de l'URSS. Directeur de l'Institut Lomonossov.;-126;126 ° Ouest;18,7;18,7 ° Nord;Nord-Ouest;;Pas de carte;;Pas de carte ou d'image;Pas de carte ou d'image;Pas de carte ou d'image;;V-024-H2 V-024-M;151;151;89;89;Inconnue;Inconnue;Hauteur inconnue. Calcul impossible..;Hauteur inconnue. Dessin impossible..;Non observable;;;;0;Non observable;0;Non observable;Non observable;999;Non observable;Non observable
FESENKOV;Cratère;;Vasiliy Grigor'evich Fesenkov;UAI 1970 ?;Inconnu à l'époque;Inconnu à l'époque;Inconnu à l'époque;Astrophysicien;URSS;soviétique;20;20 ème siècle;??;1889;??;1972;??;135,1;135,1 ° Est;-23,2;23,2 ° Sud;Sud-Est;;Pas de carte;;Pas de carte ou d'image;Pas de carte ou d'image;Pas de carte ou d'image;;;35;35;21;21;Inconnue;Inconnue;Hauteur inconnue. Calcul impossible..;Hauteur inconnue. Dessin impossible..;Non observable;;;;0;Non observable;0;Non observable;Non observable;999;Non observable;Non observable
FINSEN;Cratère;;Niels Ryberg Finsen;UAI 1970 ?;Inconnu à l'époque;Inconnu à l'époque;Inconnu à l'époque;Médecin;Danemark;danois;19;19 ème siècle;??;1860;??;1904;Photothérapeute. Prix Nobel.;-177,9;177,9 ° Ouest;-42;42 ° Nord;Nord-Ouest;;Pas de carte;;Pas de carte ou d'image;Pas de carte ou d'image;Pas de carte ou d'image;;V-043-M V-065-M;72;72;42;42;Inconnue;Inconnue;Hauteur inconnue. Calcul impossible..;Hauteur inconnue. Dessin impossible..;Non observable;;;;0;Non observable;0;Non observable;Non observable;999;Non observable;Non observable
FIRSOV;Cratère;;Georgij F. Firsov;UAI 1970 ?;Inconnu à l'époque;Inconnu à l'époque;Inconnu à l'époque;Ingénieur;URSS;soviétique;20;20 ème siècle;??;1928;??;1971;Concepteur de lanceurs spatiaux;112,2;112,2 ° Est;4,5;4,5 ° Nord;Nord-Est;;Pas de carte;;Pas de carte ou d'image;Pas de carte ou d'image;Pas de carte ou d'image;;;51;51;30;30;Inconnue;Inconnue;Hauteur inconnue. Calcul impossible..;Hauteur inconnue. Dessin impossible..;Non observable;;;;0;Non observable;0;Non observable;Non observable;999;Non observable;Non observable
FISCHER;Cratère;;Emil Hermann Fischer;UAI 1970 ?;Inconnu à l'époque;Inconnu à l'époque;Inconnu à l'époque;Chimiste;Allemagne;allemand;19;19 ème siècle;Euskirchen;1852;Berlin;1919;Nombreuses recherches en chimie organique. Synthèse du glucose et du fructose. Prix Nobel en 1902.;142,4;142,4 ° Est;8;8 ° Nord;Nord-Est;;Pas de carte;;Pas de carte ou d'image;Pas de carte ou d'image;Pas de carte ou d'image;;;30;30;18;18;Inconnue;Inconnue;Hauteur inconnue. Calcul impossible..;Hauteur inconnue. Dessin impossible..;Non observable;;;;0;Non observable;0;Non observable;Non observable;999;Non observable;Non observable
FITZGERALD;Cratère;;George Francis Fitzgerald;UAI 1970 ?;Inconnu à l'époque;Inconnu à l'époque;Inconnu à l'époque;Physicien;Irlande;irlandais;19;19 ème siècle;Dublin;1851;Dublin;1901;Auteur de la théorie des ondes électromagnétiques. Interprétation de l'expérience de Michelson. Mesure de la masse de l'électron en 1897.;-171,7;171,7 ° Ouest;27,5;27,5 ° Nord;Nord-Ouest;;Pas de carte;;Pas de carte ou d'image;Pas de carte ou d'image;Pas de carte ou d'image;;;110;110;65;65;Inconnue;Inconnue;Hauteur inconnue. Calcul impossible..;Hauteur inconnue. Dessin impossible..;Non observable;;;;0;Non observable;0;Non observable;Non observable;999;Non observable;Non observable
FIZEAU;Cratère;;Armand Hyppolyte L. Fizeau;UAI 1970 ?;Inconnu à l'époque;Inconnu à l'époque;Inconnu à l'époque;Physicien;France;français;19;19 ème siècle;Paris;1819;Venteuil;1896;Première photographie du Soleil avec Foucault en 1845. Première mesure de la vitesse de la lumière en 1849. Co-découvreur avec Doppler du décalage de la longueur d'onde en fonction de la vitesse en 1848. Président de l'Académie des siences en 1878.;-133,9;133,9 ° Ouest;-58,6;58,6 ° Sud;Sud-Ouest;;Pas de carte;;Pas de carte ou d'image;Pas de carte ou d'image;Pas de carte ou d'image;;V-026-H1 V-022-H1;111;111;65;65;Inconnue;Inconnue;Hauteur inconnue. Calcul impossible..;Hauteur inconnue. Dessin impossible..;Non observable;;;;0;Non observable;0;Non observable;Non observable;999;Non observable;Non observable
