NAME;TYPE;PERIOD;NAMEDETAIL;NAMEORIGIN;LANGRENUS;HEVELIUS;RICCIOLI;WORK;COUNTRY;NATIONLITY;CENTURYN;CENTURY;BIRTHPLACE;BIRTHDATE;DEATHPLACE;DEATHDATE;FACTS;LONGIN;LONGIC;LATIN;LATIC;QUADRANT;AREA;RUKL;RUKLC;VISCARDY;HATFIELD;WESTFALL;WOOD;LOPAM;LENGTHKM;WIDEKM;LENGTHMI;WIDEMI;HEIGHTM;HEIGHTFE;RAPPORT;PROFIL;GENERAL;SLOPES;WALLS;FLOOR;INTERESTN;INTERESTC;LUNATION;MOONDAYS;MOONDAYM;DIAMINST;THINSTRU;PRINSTRU
NANSEN;Cráter;;Fridtjof Nansen;UAI 1970 ?;Desconocido;Desconocido;Desconocido;Explorador;Noruega;Noruego;20;Siglo XX;??;1861;??;1930;??;95,3;95,3 ° Este;80,9;80,9 ° Norte;Norte-Este;;II;Nansen;Sin mapa o dibujo;Sin mapa o dibujo;Sin mapa o dibujo;;IV-056-H3;104;104;61;61;Desconocido;Desconocido;Altura desconocida. Cálculo imposible.;Altura desconocida. Imposible de dibujar.;Formación circular situada en la zona de libraciones.;;;;1;Formación de bajo interés o dificultad;1;2 días después de la Luna Nueva;1 día después de la Luna Llena;30;Prismáticos de 10x;Refractor de 50 mm
NASSAU;Cráter;;Jason J. Nassau;UAI 1970 ?;Desconocido;Desconocido;Desconocido;Astrónomo;U.S.A.;Americano;20;Siglo XX;??;1892;??;1965;??;177,4;177,4 ° Este;-24,9;24,9 ° Sur;Sur-Este;;Sin mapa;;Sin mapa o dibujo;Sin mapa o dibujo;Sin mapa o dibujo;;II-033-M;76;76;45;45;Desconocido;Desconocido;Altura desconocida. Cálculo imposible.;Altura desconocida. Imposible de dibujar.;No observable;;;;0;No observable;0;No observable;No observable;999;No observable;No observable
NECHO;Cráter;;Necho;UAI 1970 ?;Desconocido;Desconocido;Desconocido;Geógrafo;Egipto;Egipcio;-5;Siglo V A. DE C.;??;-610;??;-593;??;123,1;123,1 ° Este;-5;5 ° Norte;Norte-Este;;Sin mapa;;Sin mapa o dibujo;Sin mapa o dibujo;Sin mapa o dibujo;;I-136-M;30;30;18;18;Desconocido;Desconocido;Altura desconocida. Cálculo imposible.;Altura desconocida. Imposible de dibujar.;No observable;;;;0;No observable;0;No observable;No observable;999;No observable;No observable
NERNST;Cráter;;Walther H. Nernst;UAI 1970 ?;Desconocido;Desconocido;Desconocido;Químico;Alemania;Alemán;20;Siglo XX;Briesen;1864;Ober-Zibelle;1941;Director del Instituto de Física de Berlín en 1925. Numerosos trabajos sobre electrolitos. Autor de una teoría de la fuerza electromagnética de las baterías. Autor del tercer principio en termodinámica. Premio Nobel en 1920.;-94,8;94,8 ° Oeste;35,3;35,3 ° Norte;Norte-Oeste;;VIII;Röntgen;Sin mapa o dibujo;Sin mapa o dibujo;Sin mapa o dibujo;;;116;116;68;68;Desconocido;Desconocido;Altura desconocida. Cálculo imposible.;Altura desconocida. Imposible de dibujar.;Formación circular situada en la zona de libraciones.;;;;1;Formación de bajo interés o dificultad;14;Luna Llena;6 días después del Cuarto Menguante;30;Prismáticos de 10x;Refractor de 50 mm
NEUJMIN;Cráter;;Grigorij N. Neujmin;UAI 1970 ?;Desconocido;Desconocido;Desconocido;Astrónomo;U.R.S.S.;Soviético;20;Siglo XX;??;1885;??;1946;??;125;125 ° Este;-27;27 ° Norte;Norte-Este;;Sin mapa;;Sin mapa o dibujo;Sin mapa o dibujo;Sin mapa o dibujo;;;101;101;59;59;Desconocido;Desconocido;Altura desconocida. Cálculo imposible.;Altura desconocida. Imposible de dibujar.;No observable;;;;0;No observable;0;No observable;No observable;999;No observable;No observable
NIEPCE;Cráter;;Joseph Nicéphore Niepce;UAI 1970 ?;Desconocido;Desconocido;Desconocido;Inventor;Francia;Francés;19;Siglo XIX;Chalon sur Saône;1765;Saint Loup de Varennes;1833;Inventor de un motor a explosión que usaba petróleo. Trabajos sobre litografía. Trabajos con Daguerre en 1829 produciendo placas fotográficas. ;-119,1;119,1 ° Oeste;72,7;72,7 ° Norte;Norte-Oeste;;Sin mapa;;Sin mapa o dibujo;Sin mapa o dibujo;Sin mapa o dibujo;;V-008-M V-006-H3 V-025-H3;57;57;34;34;Desconocido;Desconocido;Altura desconocida. Cálculo imposible.;Altura desconocida. Imposible de dibujar.;No observable;;;;0;No observable;0;No observable;No observable;999;No observable;No observable
NIJLAND;Cráter;;Albertus A. Nijland;UAI 1970 ?;Desconocido;Desconocido;Desconocido;Astrónomo;Holanda;Holandés;20;Siglo XX;??;1868;??;1936;??;134,1;134,1 ° Este;33;33 ° Norte;Norte-Este;;Sin mapa;;Sin mapa o dibujo;Sin mapa o dibujo;Sin mapa o dibujo;;V-163-M V-158-M;35;35;21;21;Desconocido;Desconocido;Altura desconocida. Cálculo imposible.;Altura desconocida. Imposible de dibujar.;No observable;;;;0;No observable;0;No observable;No observable;999;No observable;No observable
NIKOLAEV;Cráter;;Andriyan G. Nikolaev;UAI 1979 ?;Desconocido;Desconocido;Desconocido;Cosmonauta;U.R.S.S.;Soviético;20;Siglo XX;??;1929;Vivo;Vivo;Primer vuelo de la nave espacial Voshkod con Popovich en 1964.;151,3;151,3 ° Este;35,2;35,2 ° Norte;Norte-Este;;Sin mapa;;Sin mapa o dibujo;Sin mapa o dibujo;Sin mapa o dibujo;;V-124-M V-103-H1 V-103-M V-085-M;41;41;24;24;Desconocido;Desconocido;Altura desconocida. Cálculo imposible.;Altura desconocida. Imposible de dibujar.;No observable;;;;0;No observable;0;No observable;No observable;999;No observable;No observable
NISHINA;Cráter;;Yoshio Nishina;UAI 1976 ?;Desconocido;Desconocido;Desconocido;Físico;Japón;Japonés;20;Siglo XX;??;1890;??;1951;??;-170,4;170,4 ° Oeste;-44,6;44,6 ° Sur;Sur-Oeste;;Sin mapa;;Sin mapa o dibujo;Sin mapa o dibujo;Sin mapa o dibujo;;;65;65;38;38;Desconocido;Desconocido;Altura desconocida. Cálculo imposible.;Altura desconocida. Imposible de dibujar.;No observable;;;;0;No observable;0;No observable;No observable;999;No observable;No observable
NOBEL;Cráter;;Alfred B. Nobel;UAI 1970 ?;Desconocido;Desconocido;Desconocido;Químico;Suecia;Sueco;19;Siglo XIX;Estocolmo;1833;San Remo;1896;Producción de nitroglicerina en 1863. Inventor del detonador en 1864. Ideólogo de la dinamia en 1875. Creador de cinco premios anuales para grandes trabajos científicos e intelectuales.;-101,3;101,3 ° Oeste;15;15 ° Norte;Norte-Oeste;;Sin mapa;;Sin mapa o dibujo;Sin mapa o dibujo;Sin mapa o dibujo;;;48;48;28;28;Desconocido;Desconocido;Altura desconocida. Cálculo imposible.;Altura desconocida. Imposible de dibujar.;Formación circular situada en la zona de libraciones.;;;;1;Formación de bajo interés o dificultad;14;Luna Llena;6 días después del Cuarto Menguante;30;Prismáticos de 10x;Refractor de 50 mm
NOETHER;Cráter;;Emmy Noether;UAI 1970 ?;Desconocido;Desconocido;Desconocido;Matemático;Alemania;Alemán;20;Siglo XX;??;1882;??;1935;??;-113,5;113,5 ° Oeste;66,6;66,6 ° Norte;Norte-Oeste;;Sin mapa;;Sin mapa o dibujo;Sin mapa o dibujo;Sin mapa o dibujo;;;67;67;39;39;Desconocido;Desconocido;Altura desconocida. Cálculo imposible.;Altura desconocida. Imposible de dibujar.;No observable;;;;0;No observable;0;No observable;No observable;999;No observable;No observable
NUMEROV;Cráter;;Boris V. Numerov;UAI 19XX ?;Desconocido;Desconocido;Desconocido;Astrónomo;U.R.S.S.;Soviético;20;Siglo XX;??;1891;??;1941;??;-160,7;160,7 ° Oeste;-70,7;70,7 ° Sur;Sur-Oeste;;Sin mapa;;Sin mapa o dibujo;Sin mapa o dibujo;Sin mapa o dibujo;;;61;61;36;36;Desconocido;Desconocido;Altura desconocida. Cálculo imposible.;Altura desconocida. Imposible de dibujar.;No observable;;;;0;No observable;0;No observable;No observable;999;No observable;No observable
NUNN;Cráter;;Joseph Nunn;UAI 1970 ?;Desconocido;Desconocido;Desconocido;Ingeniero;U.S.A.;Americano;20;Siglo XX;??;1905;??;1968;??;91,1;91,1 ° Este;4,6;4,6 ° Norte;Norte-Este;;III;Mare Marginis;Sin mapa o dibujo;Sin mapa o dibujo;Sin mapa o dibujo;;;113;113;66;66;Desconocido;Desconocido;Altura desconocida. Cálculo imposible.;Altura desconocida. Imposible de dibujar.;Formación circular situada en la zona de libraciones.;;;;1;Formación de bajo interés o dificultad;1;2 días después de la Luna Nueva;1 día después de la Luna Llena;30;Prismáticos de 10x;Refractor de 50 mm
NUSL;Cráter;;Frantisek Nüsl;UAI 1970 ?;Desconocido;Desconocido;Desconocido;Astrónomo;Checoslovaquia;Checo;20;Siglo XX;??;1890;??;1967;??;167,6;167,6 ° Este;32,3;32,3 ° Norte;Norte-Este;;Sin mapa;;Sin mapa o dibujo;Sin mapa o dibujo;Sin mapa o dibujo;;V-079-H1 V-085-M;19;19;11;11;Desconocido;Desconocido;Altura desconocida. Cálculo imposible.;Altura desconocida. Imposible de dibujar.;No observable;;;;0;No observable;0;No observable;No observable;999;No observable;No observable
OBERTH;Cráter;;Hermann Hoberth;UAI 1976 ?;Desconocido;Desconocido;Desconocido;Ingeniero;Alemania;Alemán;20;Siglo XX;Hermannstadt;1894;Nuremberg;1989;Tesis sobre cohetes en 1923. Ideólogo del cohete alemán V2 durante la Segunda Guerra Mundial.;155,4;155,4 ° Este;62,4;62,4 ° Norte;Norte-Este;;Sin mapa;;Sin mapa o dibujo;Sin mapa o dibujo;Sin mapa o dibujo;;;60;60;35;35;Desconocido;Desconocido;Altura desconocida. Cálculo imposible.;Altura desconocida. Imposible de dibujar.;No observable;;;;0;No observable;0;No observable;No observable;999;No observable;No observable
OBRUCHEV;Cráter;;Vladimir A. Obruchev;UAI 1970 ?;Desconocido;Desconocido;Desconocido;Geólogo;U.R.S.S.;Soviético;20;Siglo XX;??;1863;??;1956;??;162,1;162,1 ° Este;-38,9;38,9 ° Sur;Sur-Este;;Sin mapa;;Sin mapa o dibujo;Sin mapa o dibujo;Sin mapa o dibujo;;;71;71;42;42;Desconocido;Desconocido;Altura desconocida. Cálculo imposible.;Altura desconocida. Imposible de dibujar.;No observable;;;;0;No observable;0;No observable;No observable;999;No observable;No observable
O'DAY;Cráter;;Marcus O'Day;UAI 1970 ?;Desconocido;Desconocido;Desconocido;Físico;U.S.A.;Americano;20;Siglo XX;??;1897;??;1961;??;157,5;157,5 ° Este;-30,6;30,6 ° Sur;Sur-Este;;Sin mapa;;Sin mapa o dibujo;Sin mapa o dibujo;Sin mapa o dibujo;;II-075-H3;71;71;42;42;Desconocido;Desconocido;Altura desconocida. Cálculo imposible.;Altura desconocida. Imposible de dibujar.;No observable;;;;0;No observable;0;No observable;No observable;999;No observable;No observable
OHM;Cráter;;Georg Simon Ohm;UAI 1970 ?;Desconocido;Desconocido;Desconocido;Físico;Alemania;Alemán;19;Siglo XIX;Erlangen;1789;Munch;1854;Autor de una ley fundamental sobre las corrientes eléctricas en 1827. Descubridor de la polarización de las baterías en 1830. Profesor de física en la Universidad de Munich en 1849. Trabajos sobre los rayos polarizados en 1852.;-113,5;113,5 ° Oeste;18,4;18,4 ° Norte;Norte-Oeste;;Sin mapa;;Sin mapa o dibujo;Sin mapa o dibujo;Sin mapa o dibujo;;V-015-H2;64;64;38;38;Desconocido;Desconocido;Altura desconocida. Cálculo imposible.;Altura desconocida. Imposible de dibujar.;No observable;;;;0;No observable;0;No observable;No observable;999;No observable;No observable
OLCOTT;Cráter;;William T. Olcott;UAI 1973 ?;Desconocido;Desconocido;Desconocido;Astrónomo;U.S.A.;Americano;20;Siglo XX;??;1873;??;1936;??;117,8;117,8 ° Este;20,6;20,6 ° Norte;Norte-Este;;Sin mapa;;Sin mapa o dibujo;Sin mapa o dibujo;Sin mapa o dibujo;;;81;81;48;48;Desconocido;Desconocido;Altura desconocida. Cálculo imposible.;Altura desconocida. Imposible de dibujar.;No observable;;;;0;No observable;0;No observable;No observable;999;No observable;No observable
OLIVIER;Cráter;;Charles Pollard Olivier;UAI 1970 ?;Desconocido;Desconocido;Desconocido;Astrónomo;U.S.A.;Americano;20;Siglo XX;??;1884;??;1975;??;138,5;138,5 ° Este;59,1;59,1 ° Norte;Norte-Este;;Sin mapa;;Sin mapa o dibujo;Sin mapa o dibujo;Sin mapa o dibujo;;;69;69;41;41;Desconocido;Desconocido;Altura desconocida. Cálculo imposible.;Altura desconocida. Imposible de dibujar.;No observable;;;;0;No observable;0;No observable;No observable;999;No observable;No observable
ONIZUKA;Cráter;;Ellison Shoji Onizuka;UAI 1970 ?;Desconocido;Desconocido;Desconocido;Astronauta;U.S.A.;Americano;20;Siglo XX;??;1946;??;1986;Miembro de la lanzadera Challenger accidentada en 1986.;-148,9;148,9 ° Oeste;-36,2;36,2 ° Sur;Sur-Oeste;;Sin mapa;;Sin mapa o dibujo;Sin mapa o dibujo;Sin mapa o dibujo;;;29;29;17;17;Desconocido;Desconocido;Altura desconocida. Cálculo imposible.;Altura desconocida. Imposible de dibujar.;No observable;;;;0;No observable;0;No observable;No observable;999;No observable;No observable
OPPENHEIMER;Cráter;;Julius Robert Oppenheimer;UAI 1979 ?;Desconocido;Desconocido;Desconocido;Físico;U.S.A.;Americano;20;Siglo XX;Nueva York;1904;Princeton;1967;Numerosos trabajos sobre teoría cuántica del átomo. Director del centro de Los Alamos en 1943. Directora de la primera construcción de una bomba atómica. Premio Enrico Fermi en 1963.;-166,3;166,3 ° Oeste;-35,2;35,2 ° Sur;Sur-Oeste;;Sin mapa;;Sin mapa o dibujo;Sin mapa o dibujo;Sin mapa o dibujo;;V-043-M;208;208;122;122;Desconocido;Desconocido;Altura desconocida. Cálculo imposible.;Altura desconocida. Imposible de dibujar.;No observable;;;;0;No observable;0;No observable;No observable;999;No observable;No observable
ORESME;Cráter;;Nicole Oresme;UAI 1970 ?;Desconocido;Desconocido;Desconocido;Matemático;Francia;Francés;14;Siglo XIV;??;1323;??;1382;??;169,2;169,2 ° Este;-42,4;42,4 ° Sur;Sur-Este;;Sin mapa;;Sin mapa o dibujo;Sin mapa o dibujo;Sin mapa o dibujo;;;76;76;45;45;Desconocido;Desconocido;Altura desconocida. Cálculo imposible.;Altura desconocida. Imposible de dibujar.;No observable;;;;0;No observable;0;No observable;No observable;999;No observable;No observable
ORLOV;Cráter;;Aleksandr V. Orlov;UAI 1970 ?;Desconocido;Desconocido;Desconocido;Astrónomo;U.R.S.S.;Soviético;20;Siglo XX;??;1880;??;1954;??;-175;175 ° Oeste;-25,7;25,7 ° Sur;Sur-Oeste;;Sin mapa;;Sin mapa o dibujo;Sin mapa o dibujo;Sin mapa o dibujo;;;81;81;48;48;Desconocido;Desconocido;Altura desconocida. Cálculo imposible.;Altura desconocida. Imposible de dibujar.;No observable;;;;0;No observable;0;No observable;No observable;999;No observable;No observable
OSTWALD;Cráter;;Wilhelm Ostwald;UAI 1970 ?;Desconocido;Desconocido;Desconocido;Químico;Alemania;Alemán;20;Siglo XX;Riga;1853;Grossbothen;1932;Autor de una ley sobre la disolución de los electrolitos en 1888. Preparación industrial del ácido nítrico en 1907. Premio Nobel en 1909.;121,9;121,9 ° Este;10,4;10,4 ° Norte;Norte-Este;;Sin mapa;;Sin mapa o dibujo;Sin mapa o dibujo;Sin mapa o dibujo;;;104;104;61;61;Desconocido;Desconocido;Altura desconocida. Cálculo imposible.;Altura desconocida. Imposible de dibujar.;No observable;;;;0;No observable;0;No observable;No observable;999;No observable;No observable
PANETH;Cráter;;Friedrich Adolf Paneth;UAI 1976 ?;Desconocido;Desconocido;Desconocido;Químico;Alemania;Alemán;20;Siglo XX;??;1887;??;1947;??;-94,8;94,8 ° Oeste;63;63 ° Norte;Norte-Oeste;;I;Brianchon;Sin mapa o dibujo;Sin mapa o dibujo;Sin mapa o dibujo;;;65;65;38;38;Desconocido;Desconocido;Altura desconocida. Cálculo imposible.;Altura desconocida. Imposible de dibujar.;Formación circular situada en la zona de libraciones.;;;;1;Formación de bajo interés o dificultad;14;Luna Llena;6 días después del Cuarto Menguante;30;Prismáticos de 10x;Refractor de 50 mm
PANNEKOEK;Cráter;;Antonie Pannekoek;UAI 1970 ?;Desconocido;Desconocido;Desconocido;Astrónomo;Holanda;Holandés;20;Siglo XX;??;1873;??;1960;??;140,5;140,5 ° Este;-4,2;4,2 ° Sur;Sur-Este;;Sin mapa;;Sin mapa o dibujo;Sin mapa o dibujo;Sin mapa o dibujo;;I-115-M ;71;71;42;42;Desconocido;Desconocido;Altura desconocida. Cálculo imposible.;Altura desconocida. Imposible de dibujar.;No observable;;;;0;No observable;0;No observable;No observable;999;No observable;No observable
PAPALEKSI;Cráter;;Nikolaj D. Papaleksi;UAI 1985 ?;Desconocido;Desconocido;Desconocido;Físico;U.R.S.S.;Soviético;20;Siglo XX;??;1880;??;1947;??;164;164 ° Este;10,2;10,2 ° Norte;Norte-Este;;Sin mapa;;Sin mapa o dibujo;Sin mapa o dibujo;Sin mapa o dibujo;;;97;97;57;57;Desconocido;Desconocido;Altura desconocida. Cálculo imposible.;Altura desconocida. Imposible de dibujar.;No observable;;;;0;No observable;0;No observable;No observable;999;No observable;No observable
PARACELSUS;Cráter;;Phillipus Aurelus Theophrastus Bombastus von Hohenheim (dit Paracelse);UAI 1970 ?;Desconocido;Desconocido;Desconocido;Doctor;Suiza;Suizo;16;Siglo XVI;Einsiedeln;1493;Salzburgo;1541;Uno de los padres de la de la medicina. También alquimista diciendo haber creado el Homonóculo y descubrir un elixir de la inmortalidad.;163,1;163,1 ° Este;-23;23 ° Norte;Norte-Este;;Sin mapa;;Sin mapa o dibujo;Sin mapa o dibujo;Sin mapa o dibujo;;II-075-M;83;83;49;49;Desconocido;Desconocido;Altura desconocida. Cálculo imposible.;Altura desconocida. Imposible de dibujar.;No observable;;;;0;No observable;0;No observable;No observable;999;No observable;No observable
PARASKEVOPOULOS;Cráter;;John S. Paraskevopoulos;UAI 1970 ?;Desconocido;Desconocido;Desconocido;Astrónomo;U.S.A.;Americano;20;Siglo XX;??;1889;??;1951;??;-149,9;149,9 ° Oeste;50,4;50,4 ° Norte;Norte-Oeste;;Sin mapa;;Sin mapa o dibujo;Sin mapa o dibujo;Sin mapa o dibujo;;V-028-H3;94;94;55;55;Desconocido;Desconocido;Altura desconocida. Cálculo imposible.;Altura desconocida. Imposible de dibujar.;No observable;;;;0;No observable;0;No observable;No observable;999;No observable;No observable
PARENAGO;Cráter;;Pavel P. Parenago;UAI 1970 ?;Desconocido;Desconocido;Desconocido;Astrónomo;U.R.S.S.;Soviético;20;Siglo XX;??;1906;??;1960;??;-108,5;108,5 ° Oeste;25,9;25,9 ° Norte;Norte-Oeste;;Sin mapa;;Sin mapa o dibujo;Sin mapa o dibujo;Sin mapa o dibujo;;V-014-M;93;93;55;55;Desconocido;Desconocido;Altura desconocida. Cálculo imposible.;Altura desconocida. Imposible de dibujar.;No observable;;;;0;No observable;0;No observable;No observable;999;No observable;No observable
PARKHURST;Cráter;;John A. Parkhurst;UAI 1970 ?;Desconocido;Desconocido;Desconocido;Astrónomo;U.S.A.;Americano;20;Siglo XX;??;1861;??;1925;??;103,6;103,6 ° Este;-33,4;33,4 ° Sur;Sur-Este;;Sin mapa;;Sin mapa o dibujo;Sin mapa o dibujo;Sin mapa o dibujo;;;96;96;56;56;Desconocido;Desconocido;Altura desconocida. Cálculo imposible.;Altura desconocida. Imposible de dibujar.;No observable;;;;0;No observable;0;No observable;No observable;999;No observable;No observable
PARSONS;Cráter;;John W.;UAI 1970 ?;Desconocido;Desconocido;Desconocido;Ingeniero;U.S.A.;Americano;20;Siglo XX;??;1913;??;1925;Ideólogo de lanzaderas espaciales.;-171,2;171,2 ° Oeste;37,3;37,3 ° Norte;Norte-Oeste;;Sin mapa;;Sin mapa o dibujo;Sin mapa o dibujo;Sin mapa o dibujo;;;40;40;24;24;Desconocido;Desconocido;Altura desconocida. Cálculo imposible.;Altura desconocida. Imposible de dibujar.;No observable;;;;0;No observable;0;No observable;No observable;999;No observable;No observable
PASCHEN;Cráter;;Friedrich Paschen;UAI 1970 ?;Desconocido;Desconocido;Desconocido;Físico;Alemania;Alemán;20;Siglo XX;Schwerin;1865;Potsdam;1947;Descubridor de los rayos infrarrojos en el espectro del hidrógeno en 1909. Verificación de los rayos relativistas en los rayos X.;-139,8;139,8 ° Oeste;-13,5;13,5 ° Sur;Sur-Oeste;;Sin mapa;;Sin mapa o dibujo;Sin mapa o dibujo;Sin mapa o dibujo;;V-030-M;124;124;73;73;Desconocido;Desconocido;Altura desconocida. Cálculo imposible.;Altura desconocida. Imposible de dibujar.;No observable;;;;0;No observable;0;No observable;No observable;999;No observable;No observable
PASTEUR;Cráter;;Louis Pasteur;UAI 1970 ?;Desconocido;Desconocido;Desconocido;Biólogo;Francia;Francés;19;Siglo XIX;Dôle;1822;Marne la Coquette;1895;Trabajos sobre cristalografía en 1847. Descubridor de la regla de los microorganismos en fermentación en 1857. Inventor de un proceso de conservación de los alimentos en 1872. Descubridor de los microbios patógenos.;104,6;104,6 ° Este;-11,9;11,9 ° Sur;Sur-Este;;Sin mapa;;Sin mapa o dibujo;Sin mapa o dibujo;Sin mapa o dibujo;;II-196-H2 II-196-M II-196-H3 IV-146-M;224;224;132;132;Desconocido;Desconocido;Altura desconocida. Cálculo imposible.;Altura desconocida. Imposible de dibujar.;No observable;;;;0;No observable;0;No observable;No observable;999;No observable;No observable
PATSAEV;Cráter;;Viktor I. Patsaev;UAI 1970 ?;Desconocido;Desconocido;Desconocido;Cosmonauta;U.R.S.S.;Soviético;20;Siglo XX;??;1933;??;1971;Cosmonauta en la misión Soyuz 11. Fallecido durante el retorno a la Tierra el 30 de Junio de 1971 con Volkov y Dobrovolsky.;133,4;133,4 ° Este;-16,7;16,7 ° Sur;Sur-Este;;Sin mapa;;Sin mapa o dibujo;Sin mapa o dibujo;Sin mapa o dibujo;;I-136-M;55;55;32;32;Desconocido;Desconocido;Altura desconocida. Cálculo imposible.;Altura desconocida. Imposible de dibujar.;No observable;;;;0;No observable;0;No observable;No observable;999;No observable;No observable
