NAME;LUN;NAME_TYPE;IAU_TYPE;TYPE;SUBTYPE;PROCESS;PERIOD;PERIOD_SOURCE;GEOLOGY;NAME_DETAIL;NAME_ORIGIN;IAU_APPROVAL;LANGRENUS;HEVELIUS;RICCIOLI;WORK;COUNTRY;NATIONLITY;CENTURY_N;CENTURY_C;BIRTH_PLACE;BIRTH_DATE;DEATH_PLACE;DEATH_DATE;FACTS;LONGI_N;LONGI_N_360;LONGI_C;LATI_N;LATI_C;FACE;QUADRANT;AREA;LENGTH_KM;WIDE_KM;LENGTH_ARCSEC;HEIGHT_M;RAPPORT;GENERAL_1;GENERAL_2;SLOPES;WALLS;FLOOR;INTEREST_N;INTEREST_C;LUNATION;MOONDAY_S;MOONDAY_M;DIAM_INST;TH_INSTRU;PR_INSTRU;
MONS PICO;MO458248N3511327;IAU Named formation;MO;Mountain;Not determined;Meteoritic impact ?;Imbrian (From -3.85 billions years to -3.2 billions years) ?;Period source not found;No details;Mount Pico;Schröter (1802);01/01/1935 00:00:00;Not named;Not named;Not named;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;-8.867302;351.132698;8 ° 52 ' West;45.824784;45.825° North;Nearside;North-West;Central part of Mare Imbrium;25;15;0;Unknown height.;Unknown height. Impossible calculation.;Lengthened and South-East North-West oriented mountain. Isolated summit emerging from the lava of Mare Imbrium. Mountain Beta equally isolated to the South.;;Not described in this VMA version.;;;3;Very interesting formation;8;1 day after First Quarter;Last Quarter;50;50 mm refractor;100 mm refractor;
MONS PITON;MO407167N3590773;IAU Named formation;MO;Mountain;Not determined;Meteoritic impact ?;Imbrian (From -3.85 billions years to -3.2 billions years) ?;Period source not found;No details;Mount Piton (One of Teneriffe Island mountain);Birt / Lee (1865);01/01/1935 00:00:00;Schonbergeri;Mons Christi;Not named;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;-0.922719;359.077281;0 ° 55 ' West;40.716677;40.717° North;Nearside;North-West;North of Archimedes crater region;25;25;0;Unknown height.;Unknown height. Impossible calculation.;Elongated isolated formation North-West to South-East. ;;Mountain emerging from Mare Imbrium lava. Elongated and oriented North-South. Small summit crater. Craterlets Piton A and B in the South.;;;4;Exceptional formation;7;First Quarter;6 days after Full Moon;30;10x binoculars;50 mm refractor;
MONS RUMKER;TH407607N3016225;IAU Named formation;MO;Dome;Not determined;Extrusive volcanism;Imbrian (From -3.85 billions years to -3.2 billions years) ?;Period source not found;No details;Mount Rumker (Karl Ludwig von Rumker);Schmidt (1878);01/01/1935 00:00:00;Not named;Not named;Not named;Astronomer;Germany;German;19;19 th century;?;1788;?;1862;Director of school of navigation of Hamburg.;-58.377543;301.622457;58 ° 23 ' West;40.760725;40.761° North;Nearside;North-West;Moon North-West limb;70;70;0;Unknown height.;Unknown height. Impossible calculation.;Complex of agglomerated lunar domes forming a circular tray. Enough steep slopes. Tormented surface.;;Not described in this VMA version.;;;4;Exceptional formation;12;5 days after First Quarter;4 days after Last Quarter;30;10x binoculars;50 mm refractor;
MONS SONG;MO436400S2066300;IAU Named formation;AA;Mountain;Not determined;Meteoritic impact;Formation period not found;Period source not found;No details;Mons Song;IAU 2024;06/08/2024 00:00:00;Not known;Not known;Not known;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Named after Mount Song Shan in Henan Province of China.;-153.37;206.63;153 ° 23 '  West;-43.64;43 ° 40 ' South;Farside;South-West;Dans le bassin d'impact Apollo;114;114;57;Unknown height.;Unknown height. Impossible calculation.;Southern part of the Apollo Impact Basin rampart;;Has a 12 km crater in its middle.;;;0;Not observable;Not observable;Not observable;Not observable;999;Not observable;Not observable;
MONS TAI;MO445600S1758300;IAU Named formation;MO;Mountain;Not determined;Meteoritic impact ?;Formation period not found;Period source not found;No details;Mons Tai;IAU 2019;04/02/2019 00:00:00;Not known;Not known;Not known;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Named from terrestrial mountain Mount Tai in the chinese Shandong province.;175.83;175.83;175 ° 50 ' East;-44.56;44 ° 34 ' South;Farside;South-East;Von Karman crater floor;24;14;12;1565;0.065208333333333;Situated at 46 km in the North-West of the landing site of the Chang'e 4 chinese probe.;Craterlet on the summit.;Craterlet on the summit.;;Not described;0;Not observable;999;Not observable;Not observable;999;Not observable;Not observable;
MONS USOV;MO119080N632636;IAU Named formation;MO;Mountain;Not determined;Meteoritic impact ?;Pre-Imbrian (From -4.55 billions years to -3.85 billions years) ?;Period source not found;No details;Mount Usov (Michail A. Usov);?;01/01/1979 00:00:00;Not named;Not named;Not named;Geologist;U. S. S. R.;Soviet;20;20 th century;?;1883;?;1933;?;63.263631;63.263631;63 ° 16 ' East;11.908045;11.908° North;Nearside;North-East;Moon East limb;15;15;0;Unknown height.;Unknown height. Impossible calculation.;Isolated mountain pretty raised on the East edge of Mare Crisium.;;Not described in this VMA version.;;;2;Pretty interesting formation;3;3 days after New Moon;2 days after Full Moon;50;50 mm refractor;100 mm refractor;
MONS VINOGRADOV;MO223497N3274810;IAU Named formation;MO;Mountain;Not determined;Meteoritic impact ?;Imbrian (From -3.85 billions years to -3.2 billions years) ?;Period source not found;No details;Mount Vinogradov (ex Mons Euler) ( Alexander P. Vinogradov);?;01/01/1979 00:00:00;Not named;Not named;Not named;Chemist;U. S. S. R.;Soviet;20;20 th century;?;1895;?;1975;Specialist in cosmochemistry.;-32.518981;327.481019;32 ° 31 ' West;22.349669;22.350° North;Nearside;North-West;Region between Oceanus Procellarum and Mare Imbrium;25;25;0;Unknown height.;Unknown height. Impossible calculation.;Isolated mountain with intersected narrow valleys.;;Not described in this VMA version.;;;3;Very interesting formation;4;4 days after New Moon;3 days after Full Moon;30;10x binoculars;50 mm refractor;
MONS VITRUVIUS;MO193335N307353;IAU Named formation;MO;Mountain;Not determined;Meteoritic impact ?;Pre-Imbrian (From -4.55 billions years to -3.85 billions years) ?;Period source not found;No details;Mount Vitruvius (Marcus Vitruvius Pollio or Vitruve);?;01/01/1976 00:00:00;Not named;Not named;Not named;Architect;Rome;Roman;-2;2 nd century BC;Rome;about 60 BC;?;?;Author of the alone treaty of architecture of Antiquity.;30.735268;30.735268;30 ° 44 ' East;19.333458;19.333° North;Nearside;North-East;North of Mare Tranquillitatis region;15;15;0;Unknown height.;Unknown height. Impossible calculation.;Tormented mountainous region to the North of Vitruvius.;;Not described in this VMA version.;;;2;Pretty interesting formation;4;4 days after New Moon;3 days after Full Moon;50;50 mm refractor;100 mm refractor;
MONS WOLFF;MO168791N3531986;IAU Named formation;MO;Mountain;Not determined;Meteoritic impact ?;Imbrian (From -3.85 billions years to -3.2 billions years) ?;Period source not found;No details;Mount Wolff (Christian von Wolff);Hell (1760);01/01/1961 00:00:00;Not named;Not named;Not named;Philosopher and mathematician;Germany;German;18;18 th century;Breslau;1679;Halle;1754;Tutor of Kant and popularizer of theories of Leibniz.  Author of 'First Philosophy' in 1729.;-6.801393;353.198607;6 ° 48 ' West;16.879064;16.879° North;Nearside;North-West;South-East part of Mare Imbrium;35;35;0;Unknown height.;Unknown height. Impossible calculation.;Southern summit of Montes Appeninus.  Situated across a curious chain of oriented South-West North-East slim hills emerging from Mare Imbrium.;;Not described in this VMA version.;;;2;Pretty interesting formation;8;1 day after First Quarter;Last Quarter;30;10x binoculars;50 mm refractor;
MONT BLANC;MO454130N4403;IAU Named formation;MO;Mountain;Not determined;Meteoritic impact ?;Imbrian (From -3.85 billions years to -3.2 billions years) ?;Period source not found;No details;White Mount;Schröter (1802);01/01/1935 00:00:00;Not named;Not named;Not named;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;0.440275;0.440275;0 ° 26 ' East;45.412995;45.413° North;Nearside;North-East;North of Archimedes crater region;25;25;0;Unknown height.;Unknown height. Impossible calculation.;Higher summit of Montes Alpes.;;Not described in this VMA version.;;;2;Pretty interesting formation;7;First Quarter;6 days after Full Moon;30;10x binoculars;50 mm refractor;
MONTANARI;AA458282S3392449;IAU Named formation;AA;Crater;Not determined;Meteoritic impact;Pre-Nectarian (From -4.55 billions years to -3.92 billions years) ?;Period source not found;No details;Geminiano Montanari;Fauth (1936);01/01/1935 00:00:00;Not named;Not named;Not named;Astronomer;Italy;Italian;17;17 th century;?;1633;?;1687;Author of the first visual measures for a lunar cartography.;-20.755069;339.244931;20 ° 45 ' West;-45.82822;45.828° South;Nearside;South-West;Tycho crater region;78;78;0;Unknown height.;Unknown height. Impossible calculation.;Very damaged formation.;;Slopes deleted to the South with a number of craterlets.;Slightly high walls riddled of craterlets and ridden by Montanari D to the West and by Wilhelm A to the North-West.;Flat floor but tormented to the South. Craterlets.;3;Very interesting formation;9;2 days after First Quarter;1 day after Last Quarter;30;10x binoculars;50 mm refractor;
MONTES AGRICOLA;MO290593N3059285;IAU Named formation;MO;Mountain;Not determined;Meteoritic impact ?;Imbrian (From -3.85 billions years to -3.2 billions years) ?;Period source not found;No details;Mounts Agricola (Georg Bauer or Agricola);?;01/01/1976 00:00:00;Not named;Not named;Not named;Chemist and doctor;Germany;German;16;16 th century;Glauchau;1494;Chemnitz;1555;Author of an encyclopedia on mining and geological data known as well as on techniques of extraction of ores and metallurgic processings.;-54.071541;305.928459;54 ° 4 ' West;29.059301;29.059° North;Nearside;North-West;Aristarchus crater region;160;10;0;Unknown height.;Unknown height. Impossible calculation.;Remarkable oriented South-West North-East mountain chain. Very lengthened shape.;;Not described in this VMA version.;;;4;Exceptional formation;11;4 days after First Quarter;3 days after Last Quarter;50;50 mm refractor;100 mm refractor;
MONTES ALPES;MO483588N3594244;IAU Named formation;MO;Mountain range;Not determined;Meteoritic impact ?;Imbrian (From -3.85 billions years to -3.2 billions years) ?;Period source not found;No details;Mounts of Alpes;Hevelius (1647);01/01/1935 00:00:00;Not named;Montes Alpes;Not named;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;-0.575618;359.424382;0 ° 35 ' West;48.358773;48.359° North;Nearside;North-East;North of Archimedes crater region;250;50;0;Unknown height.;Unknown height. Impossible calculation.;Rough chain oriented South-East North-West. Numerous summits alongside Mare Imbrium. Culminate to Mount Blanc. Cut in two by Vallis Alpes.;;Not described in this VMA version.;;;4;Exceptional formation;7;First Quarter;6 days after Full Moon;30;10x binoculars;50 mm refractor;
MONTES APENNINUS;MO198714N253;IAU Named formation;MO;Mountain range;Not determined;Meteoritic impact ?;Imbrian (From -3.85 billions years to -3.2 billions years) ?;Period source not found;No details;Mount of Apennines;Hevelius (1647);01/01/1961 00:00:00;Montes Austriaci;Mons Apenninus;Not named;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;0.025308;0.025308;0 ° 2 ' East;19.871431;19.871° North;Nearside;North-West;Montes Apenninus region;953;100;0;Unknown height.;Unknown height. Impossible calculation.;South wall of Mare Imbrium. Circular form oriented South-West North-East. Slopes to 30„ø on the average.;;Not described in this VMA version.;;;4;Exceptional formation;7;First Quarter;6 days after Full Moon;5;Naked eye;10x binoculars;
MONTES ARCHIMEDES;MO253939N3547502;IAU Named formation;MO;Mountain range;Not determined;Meteoritic impact ?;Imbrian (From -3.85 billions years to -3.2 billions years) ?;Period source not found;No details;Mounts Archimede (Archimede);?;01/01/1976 00:00:00;Not named;Not named;Not named;Mathematician and physicist;Greece;Greek;-3;3 rd century BC;Syracuse;287 BC;Syracuse;212 av JC;Pupil of Euclide. Calculation of Pi. Works in geometry. Inventor of the lever. Founder of the static and the hydrostatic.;-5.249786;354.750214;5 ° 15 ' West;25.39388;25.394° North;Nearside;North-West;Montes Apenninus region;140;140;0;Unknown height.;Unknown height. Impossible calculation.;Mountainous region with rectangular shape to the South of Archimedes.Numerous isolated mountains separated by deep valleys.;;Not described in this VMA version.;Contains Bancroft and some disseminated craterlets.;very large and parallel Grooves oriented South-East North-west to the North-west of the chain near Bancroft.;3;Very interesting formation;7;First Quarter;6 days after Full Moon;5;Naked eye;10x binoculars;
MONTES CARPATUS;MO145677N3363755;IAU Named formation;MO;Mountain range;Not determined;Meteoritic impact ?;Imbrian (From -3.85 billions years to -3.2 billions years) ?;Period source not found;No details;Mounts of Carpates;?;01/01/1961 00:00:00;Not named;Not named;Not named;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;-23.624455;336.375545;23 ° 37 ' West;14.567673;14.568° North;Nearside;North-West;South part of Mare Imbrium;280;60;0;Unknown height.;Unknown height. Impossible calculation.;Oriented West East mountain chain situated to the North of Copernicus.;;Composed with several joined  mountains separated by deep valleys.;15 km wide collapse in the East part.;;4;Exceptional formation;9;2 days after First Quarter;1 day after Last Quarter;30;10x binoculars;50 mm refractor;
MONTES CAUCASUS;MO375188N99311;IAU Named formation;MO;Mountain;Not determined;Meteoritic impact ?;Imbrian (From -3.85 billions years to -3.2 billions years) ?;Period source not found;No details;Mounts of Caucase;?;01/01/1961 00:00:00;Not named;Not named;Not named;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;9.931053;9.931053;9 ° 56 ' East;37.518823;37.519° North;Nearside;North-East;North of Mare Serenitatis region;520;100;0;Unknown height.;Unknown height. Impossible calculation.;Continuation of Apennins. Mountains intersected with deep and numerous valleys. Wears the crater Calippus.;;Not described in this VMA version.;;;4;Exceptional formation;6;6 days after New Moon;5 days after Full Moon;5;Naked eye;10x binoculars;
MONTES CORDILLERA;MO200000S2810000;IAU Named formation;MO;Mountain range;Not determined;Meteoritic impact ?;Imbrian (From -3.85 billions years to -3.2 billions years) ?;Period source not found;No details;Mounts of Cordillera;Mädler (1837);01/01/1961 00:00:00;Not named;Not named;Not named;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;-79;281;79 ° 0 ' West;-20;20.0° South;Librations zone;South-West;Moon West-South-Westlimb;900;300;0;Unknown height.;Unknown height. Impossible calculation.;Apparently rectilinear formation situated in the zone of librations.;;External mountainous ring of Mare Orientale.;Numerous summits exceeding 5000 m.;;3;Very interesting formation;14;Full Moon;6 days after Last Quarter;30;10x binoculars;50 mm refractor;
