NAME;TYPE;PERIOD;NAMEDETAIL;NAMEORIGIN;LANGRENUS;HEVELIUS;RICCIOLI;WORK;COUNTRY;NATIONLITY;CENTURYN;CENTURY;BIRTHPLACE;BIRTHDATE;DEATHPLACE;DEATHDATE;FACTS_UK;LONGIN;LONGIC;LATIN;LATIC;QUADRANT;AREA;RUKL;RUKLC;VISCARDY;HATFIELD;WESTFALL;WOOD;LOPAM;LENGTHKM;WIDEKM;LENGTHMI;WIDEMI;HEIGHTM;HEIGHTFE;RAPPORT;PROFIL;GENERAL;SLOPES;WALLS;FLOOR;INTERESTN;INTERESTC;LUNATION;MOONDAYS;MOONDAYM;DIAMINST;THINSTRU;PRINSTRU
MCLAUGHLIN;Crater;;Dean B. McLaughlin;UAI 1970 ?;Not known;Not known;Not known;astronomer;USA;American;20;20 th century;??;1901;??;1965;??;-92,9;92,9 ° West;47,1;47,1 ° North;North-West;;I;Brianchon;No map or picture;No map or picture;No map or picture;;;79;79;46;46;Unknown;Unknown;Unknown height. Impossible calculation.;Unknown height. Impossible drawing.;Circular formation situated in the zone of librations.;;;;1;Low interest or difficult formation;14;Full Moon;6 days after Last Quarter;30;x10 binoculars;50 mm refractor
MCMATH;Crater;;Francis C. McMath;UAI 1970 ?;Not known;Not known;Not known;astronomer;USA;American;20;20 th century;??;1867;??;1938;??;-165,6;165,6 ° West;17,3;17,3 ° North;North-West;;No map;;No map or picture;No map or picture;No map or picture;;;86;86;51;51;Unknown;Unknown;Unknown height. Impossible calculation.;Unknown height. Impossible drawing.;Not observable;;;;0;Not observable;0;Not observable;Not observable;999;Not observable;Not observable
MCNAIR;Crater;;Ronald Erwin McNair;UAI 1970 ?;Not known;Not known;Not known;astronaut;USA;American;20;20 th century;??;1950;??;1986;Challenger shuttle crew member accidented in 1986.;-147,3;147,3 ° West;-35,7;35,7 ° South;South-West;;No map;;No map or picture;No map or picture;No map or picture;;;29;29;17;17;Unknown;Unknown;Unknown height. Impossible calculation.;Unknown height. Impossible drawing.;Not observable;;;;0;Not observable;0;Not observable;Not observable;999;Not observable;Not observable
MCNALLY;Crater;;Paul A. McNally;UAI 1970 ?;Not known;Not known;Not known;astronomer;USA;American;20;20 th century;??;1890;??;1955;??;-127,2;127,2 ° West;22,6;22,6 ° North;North-West;;No map;;No map or picture;No map or picture;No map or picture;;;47;47;28;28;Unknown;Unknown;Unknown height. Impossible calculation.;Unknown height. Impossible drawing.;Not observable;;;;0;Not observable;0;Not observable;Not observable;999;Not observable;Not observable
MECHNIKOV;Crater;;Il'ya I. Mechnikov;UAI 1970 ?;Not known;Not known;Not known;doctor;Russia;Russian;20;20 th century;??;1845;??;1916;Bacteriologist instaled in France. Nobel laureate.;-149;149 ° West;-11;11 ° North;North-West;;No map;;No map or picture;No map or picture;No map or picture;;I-028-M I-040-H3;60;60;35;35;Unknown;Unknown;Unknown height. Impossible calculation.;Unknown height. Impossible drawing.;Not observable;;;;0;Not observable;0;Not observable;Not observable;999;Not observable;Not observable
MEES;Crater;;Charles Edouard Kenneth Mees;UAI 1970 ?;Not known;Not known;Not known;chemist;USA;American;20;20 th century;Wellingborough;1882;Honolulu;1960;Inventor of infrared sensible photographic emulsions in 1912.;-96,1;96,1 ° West;13,6;13,6 ° North;North-West;;VIII;Röntgen;No map or picture;No map or picture;No map or picture;;IV-196-H2;50;50;29;29;Unknown;Unknown;Unknown height. Impossible calculation.;Unknown height. Impossible drawing.;Circular formation situated in the zone of librations.;;;;1;Low interest or difficult formation;14;Full Moon;6 days after Last Quarter;30;x10 binoculars;50 mm refractor
MEGGERS;Crater;;William F. Meggers;UAI 1970 ?;Not known;Not known;Not known;physicist;USA;American;20;20 th century;??;1888;??;1968;??;123;123 ° East;24,3;24,3 ° North;North-East;;No map;;No map or picture;No map or picture;No map or picture;;;52;52;31;31;Unknown;Unknown;Unknown height. Impossible calculation.;Unknown height. Impossible drawing.;Not observable;;;;0;Not observable;0;Not observable;Not observable;999;Not observable;Not observable
MEITNER;Crater;;Lise;UAI 1979 ?;Not known;Not known;Not known;physicist;Austria;Austrian;20;20 th century;Vienna;1878;Cambridge;1968;Discovery of protactinium with O. Hahn in 1917. Numerous works on elements transmutation and uranium fission.;112,7;112,7 ° East;-10,5;10,5 ° South;South-East;;No map;;No map or picture;No map or picture;No map or picture;;II-196-M I-102-H1;87;87;51;51;Unknown;Unknown;Unknown height. Impossible calculation.;Unknown height. Impossible drawing.;Not observable;;;;0;Not observable;0;Not observable;Not observable;999;Not observable;Not observable
MELISSA;Crater;;Melissa;UAI 1970 ?;Not known;Not known;Not known;Female name.;Greece;Greek;;;;;;;;121,8;121,8 ° East;8,1;8,1 ° North;North-East;;No map;;No map or picture;No map or picture;No map or picture;;;18;18;11;11;Unknown;Unknown;Unknown height. Impossible calculation.;Unknown height. Impossible drawing.;Not observable;;;;0;Not observable;0;Not observable;Not observable;999;Not observable;Not observable
MENDEL;Crater;;Gregor Johann Mendel;UAI 1970 ?;Not known;Not known;Not known;Botanist;Austria;Austrian;19;19 th century;Heizendorf;1822;Brno;1884;Priest on 1843. Works on plants hybridation. Pblishing of a famous document on 1866. Founder of genetics.;-109,4;109,4 ° West;-48,8;48,8 ° South;South-West;;No map;;No map or picture;No map or picture;No map or picture;;V-021-M;138;138;81;81;Unknown;Unknown;Unknown height. Impossible calculation.;Unknown height. Impossible drawing.;Not observable;;;;0;Not observable;0;Not observable;Not observable;999;Not observable;Not observable
MENDELEEV;Crater;;Dmitrij Ivanovitch Mendeleev;UAI 1970 ?;Not known;Not known;Not known;chemist;Russia;Russian;19;19 th century;Tobolsk;1834;Saint-Petersburg;1907;Numerous works on gases and air. Author of a chemistry treaty on 1868 and of the famous periodical classification of elements on 1869.;140,9;140,9 ° East;5,7;5,7 ° North;North-East;;No map;;No map or picture;No map or picture;No map or picture;;I-115-M I-117-M I-136-M I-116-M;313;313;184;184;Unknown;Unknown;Unknown height. Impossible calculation.;Unknown height. Impossible drawing.;Not observable;;;;0;Not observable;0;Not observable;Not observable;999;Not observable;Not observable
MERRILL;Crater;;Paul W. Merrill;UAI 1979 ?;Not known;Not known;Not known;astronomer;USA;American;20;20 th century;??;1887;??;1961;??;-116,3;116,3 ° West;75,2;75,2 ° North;North-West;;No map;;No map or picture;No map or picture;No map or picture;;V-006-H3;57;57;34;34;Unknown;Unknown;Unknown height. Impossible calculation.;Unknown height. Impossible drawing.;Not observable;;;;0;Not observable;0;Not observable;Not observable;999;Not observable;Not observable
MESHCHERSKIY;Crater;;Ivan V. Meshcherskiy;UAI 1970 ?;Not known;Not known;Not known;mathematician;Russia;Russian;20;20 th century;??;1859;??;1935;??;125,5;125,5 ° East;12,2;12,2 ° North;North-East;;No map;;No map or picture;No map or picture;No map or picture;;;65;65;38;38;Unknown;Unknown;Unknown height. Impossible calculation.;Unknown height. Impossible drawing.;Not observable;;;;0;Not observable;0;Not observable;Not observable;999;Not observable;Not observable
MEZENTSEV;Crater;;Yurij B. Mezentsev;UAI 1979 ?;Not known;Not known;Not known;engineer;USSR;Soviet;20;20 th century;??;1929;??;1965;Space launchers conceiver.;-128,7;128,7 ° West;72,1;72,1 ° North;North-West;;No map;;No map or picture;No map or picture;No map or picture;;V-025-H3 V-029-M V-006-H3;89;89;52;52;Unknown;Unknown;Unknown height. Impossible calculation.;Unknown height. Impossible drawing.;Not observable;;;;0;Not observable;0;Not observable;Not observable;999;Not observable;Not observable
MICHELSON;Crater;;Albert Abraham Michelson;UAI 1970 ?;Not known;Not known;Not known;physicist;USA;American;20;20 th century;Strelno;1852;Pasadena;1931;Inventor of an interferometer. Mesure de la vitesse de la lumière dans différents milieux. Mesure des marées de l'écorce terrestre en 1917. Prix Nobel en 1907.;-120,7;120,7 ° West;7,2;7,2 ° North;North-West;;No map;;No map or picture;No map or picture;No map or picture;;V-024-H1 V-014-M V-022-H3 V-024-M;123;123;72;72;Unknown;Unknown;Unknown height. Impossible calculation.;Unknown height. Impossible drawing.;Not observable;;;;0;Not observable;0;Not observable;Not observable;999;Not observable;Not observable
MILANKOVIC;Crater;;Milutin Milankovic;UAI 1970 ?;Not known;Not known;Not known;astronomer;Yugoslavia;Yugoslavian;20;20 th century;Dalj;1879;Belgrade;1958;Author of climates variation theory according to Earth orbital parameters on 1941.;168,8;168,8 ° East;77,2;77,2 ° North;North-East;;No map;;No map or picture;No map or picture;No map or picture;;;101;101;59;59;Unknown;Unknown;Unknown height. Impossible calculation.;Unknown height. Impossible drawing.;Not observable;;;;0;Not observable;0;Not observable;Not observable;999;Not observable;Not observable
MILLIKAN;Crater;;Robert Andrews Milikan;UAI 1979 ?;Not known;Not known;Not known;physicist;USA;American;20;20 th century;Morrison;1868;San Marino;1953;First measurement of the electron on 1911. Determination of Planck constant on 1916. Numerous works on cosmic rays. Nobel laureate on 1923.;121,5;121,5 ° East;46,8;46,8 ° North;North-East;;No map;;No map or picture;No map or picture;No map or picture;;V-158-M V-181-M V-163-H3 V-163-M;98;98;58;58;Unknown;Unknown;Unknown height. Impossible calculation.;Unknown height. Impossible drawing.;Not observable;;;;0;Not observable;0;Not observable;Not observable;999;Not observable;Not observable
MILLS;Crater;;Mark M. Mills;UAI 1970 ?;Not known;Not known;Not known;physicist;USA;American;20;20 th century;??;1917;??;1958;??;156;156 ° East;8,6;8,6 ° North;North-East;;No map;;No map or picture;No map or picture;No map or picture;;;32;32;19;19;Unknown;Unknown;Unknown height. Impossible calculation.;Unknown height. Impossible drawing.;Not observable;;;;0;Not observable;0;Not observable;Not observable;999;Not observable;Not observable
MILNE;Crater;;Edward Arthur Milne;UAI 19XX ?;Not known;Not known;Not known;astronomer;United Kingdom;British;20;20 th century;Hull;1896;Dublin;1950;Works on stars thermodynamics. Discoverer of cepheids stars variation process on 1921. Theory about Universe expansion.;112,2;112,2 ° East;-31,4;31,4 ° South;South-East;;No map;;No map or picture;No map or picture;No map or picture;;;272;272;160;160;Unknown;Unknown;Unknown height. Impossible calculation.;Unknown height. Impossible drawing.;Not observable;;;;0;Not observable;0;Not observable;Not observable;999;Not observable;Not observable
MILTON;Crater;;John Milton;UAI 1970 ?;Not known;Not known;Not known;Poet;United Kingdom;British;17;17 th century;London;1608;Chalfont St Giles;1674;"Author of philosophic poems as ""The lost paradise"".";90,9;90,9 ° East;-1,6;1,6 ° South;South-East;;No map;;No map or picture;No map or picture;No map or picture;;;35;35;21;21;Unknown;Unknown;Unknown height. Impossible calculation.;Unknown height. Impossible drawing.;Circular formation situated in the zone of librations.;;;;1;Low interest or difficult formation;1;2 days after New Moon;1 day after Full Moon;30;x10 binoculars;50 mm refractor
MINEUR;Crater;;Henri Mineur;UAI 1970 ?;Not known;Not known;Not known;astronomer;France;French;20;20 th century;Lille;1899;Paris;1954;One of french CNRS and Haute Provence Observatory founders. Creator and director of Paris Astrophysical Institute in 1936. Discoverer of two cepheids classes on 1945.;-161,3;161,3 ° West;25;25 ° North;North-West;;No map;;No map or picture;No map or picture;No map or picture;;V-039-M;73;73;43;43;Unknown;Unknown;Unknown height. Impossible calculation.;Unknown height. Impossible drawing.;Not observable;;;;0;Not observable;0;Not observable;Not observable;999;Not observable;Not observable
MINKOWSKI;Crater;;Hermann Minkowski;UAI 1970 ?;Not known;Not known;Not known;mathematician;Germany;German;19;19 th century;Kovno;1864;Göttingen;1909;Theory on quadratic shapes. Grand prize of Sciences Academy on 1882. Explanation of the geométric theory of numbers on 1896. Conception of a space-time with four dimensions taken account by his pupil Einstein. ;-146;146 ° West;-56,5;56,5 ° South;South-West;;No map;;No map or picture;No map or picture;No map or picture;;V-026-H1 V-022-H1;113;113;66;66;Unknown;Unknown;Unknown height. Impossible calculation.;Unknown height. Impossible drawing.;Not observable;;;;0;Not observable;0;Not observable;Not observable;999;Not observable;Not observable
MINNAERT;Crater;;Marcel Gilles Josef Minnaert;UAI 1970 ?;Not known;Not known;Not known;astronomer;Netherlands;Dutch;20;20 th century;Bruges;1893;Utrecht;1970;Pioneer of solar astrophysics solaire. Founder of Utrecht Astrophysical Institute.;179,6;179,6 ° East;-67,8;67,8 ° South;South-East;;No map;;No map or picture;No map or picture;No map or picture;;;125;125;74;74;Unknown;Unknown;Unknown height. Impossible calculation.;Unknown height. Impossible drawing.;Not observable;;;;0;Not observable;0;Not observable;Not observable;999;Not observable;Not observable
MITRA;Crater;;S. K. Mitra;UAI 1970 ?;Not known;Not known;Not known;physicist;India;Indian;20;20 th century;??;1890;??;1963;??;-154,7;154,7 ° West;18;18 ° North;North-West;;No map;;No map or picture;No map or picture;No map or picture;;;92;92;54;54;Unknown;Unknown;Unknown height. Impossible calculation.;Unknown height. Impossible drawing.;Not observable;;;;0;Not observable;0;Not observable;Not observable;999;Not observable;Not observable
MOBIUS;Crater;;August F. Möbius;UAI 1970 ?;Not known;Not known;Not known;astronomer;Germany;German;19;19 th century;??;1790;??;1868;??;101,2;101,2 ° East;15,8;15,8 ° North;North-East;;No map;;No map or picture;No map or picture;No map or picture;;;50;50;29;29;Unknown;Unknown;Unknown height. Impossible calculation.;Unknown height. Impossible drawing.;Circular formation situated in the zone of librations.;;;;1;Low interest or difficult formation;1;2 days after New Moon;1 day after Full Moon;30;x10 binoculars;50 mm refractor
MOHOROVICIC;Crater;;Andrija Mohorovicic;UAI 1976 ?;Not known;Not known;Not known;geologist;Yugoslavia;Yugoslavian;20;20 th century;Volosko;1857;Zagreb;1936;Works on sismic waves motion. Discoverer on 1909 of a difference between terrestrial crust and internal earth called moho since then.;-165;165 ° West;-19;19 ° North;North-West;;No map;;No map or picture;No map or picture;No map or picture;;I-036-M I-028-M I-039-M;51;51;30;30;Unknown;Unknown;Unknown height. Impossible calculation.;Unknown height. Impossible drawing.;Not observable;;;;0;Not observable;0;Not observable;Not observable;999;Not observable;Not observable
MOISEEV;Crater;;Nikolaj D. Moiseev;UAI 1970 ?;Not known;Not known;Not known;astronomer;USSR;Soviet;20;20 th century;??;1902;??;1955;??;103,3;103,3 ° East;9,5;9,5 ° North;North-East;;No map;;No map or picture;No map or picture;No map or picture;;;59;59;35;35;Unknown;Unknown;Unknown height. Impossible calculation.;Unknown height. Impossible drawing.;Not observable;;;;0;Not observable;0;Not observable;Not observable;999;Not observable;Not observable
MOISSAN;Crater;;Ferdinand Frederic Henri;UAI 1973 ?;Not known;Not known;Not known;chemist;France;French;19;19 th century;Paris;1852;Paris;1907;Pioneer of use of high and low temperatures. Preparation of titan, chromium, silicium, bora and several carbides. Nobel laureate on 1906.;137,4;137,4 ° East;4,8;4,8 ° North;North-East;;No map;;No map or picture;No map or picture;No map or picture;;;21;21;12;12;Unknown;Unknown;Unknown height. Impossible calculation.;Unknown height. Impossible drawing.;Not observable;;;;0;Not observable;0;Not observable;Not observable;999;Not observable;Not observable
MONS ANDRE;Mountain;;French second name;UAI 1976 ?;Not known;Not known;Not known;;;;;;;;;;;120,6;120,6 ° East;5,2;5,2 ° North;North-East;;No map;;No map or picture;No map or picture;No map or picture;;;10;10;6;6;Unknown;Unknown;Unknown height. Impossible calculation.;Unknown height. Impossible drawing.;Not observable;;;;0;Not observable;0;Not observable;Not observable;999;Not observable;Not observable
MONS ARDESHIR;Mountain;;Ardeshir;UAI 1976 ?;Not known;Not known;Not known;Roi;Iran;iranien;??;??;??;??;??;??;??;121;121,0 ° East;5;5,0 ° North;North-East;;No map;;No map or picture;No map or picture;No map or picture;;;8;8;4;4;Unknown;Unknown;Unknown height. Impossible calculation.;Unknown height. Impossible drawing.;Not observable;;;;0;Not observable;0;Not observable;Not observable;999;Not observable;Not observable
